id,name,short_name,logo_url,website,phone,email,address,city,region,country,postal_code,license_number,registration_number,established_date,insurance_type,ownership_type,services,previous_names,coverage_areas,branches_count,agents_count,total_assets,net_worth,premium_income,claims_paid,rating,head_office_address,customer_service_phone,customer_service_email,claims_phone,claims_email,has_mobile_app,has_online_portal,has_online_claims,has_24_7_support,specializes_in,target_market,is_active,is_verified,verification_date,verification_notes,search_count,last_searched,created_at,updated_at,created_by,updated_by,description,notes,status
295,IMPACT LIFE INSURANCE,,/insurances/IMPACT LIFE INSURANCE.jpeg,https://www.impactlife.com.gh,+233 30 266 2027,info@impactlife.com.gh,"Head Office, IMPACT LIFE INSURANCE, Accra",,,Ghana,,NIC028,,2005-01-01 00:00:00,Life Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",12,962,956831000.0,168176000.0,608731000.0,457056000.0,,"Head Office, IMPACT LIFE INSURANCE, Accra",,,,,False,False,True,True,"[""Life Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,9,2025-09-28 07:23:08.426408,2025-09-11 10:55:21,2025-09-28 07:23:08.426408,,,,,ACTIVE
296,IMPERIAL Insurance,,/insurances/IMPERIAL.jpeg,https://www.imperial.com.gh,+233 30 266 2028,info@imperial.com.gh,"Head Office, IMPERIAL Insurance, Accra",,,Ghana,,NIC029,,1991-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",10,148,3257050000.0,815726000.0,629210000.0,440804000.0,,"Head Office, IMPERIAL Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,6,2025-09-28 07:23:08.426408,2025-09-11 10:55:21,2025-09-28 07:23:08.426408,,,,,ACTIVE
298,MILIFE Insurance,,/insurances/MILIFE.png,https://www.milife.com.gh,+233 30 266 2030,info@milife.com.gh,"Head Office, MILIFE Insurance, Accra",,,Ghana,,NIC031,,1982-01-01 00:00:00,Life Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",61,180,400796000.0,72639100.0,1866030000.0,1358400000.0,,"Head Office, MILIFE Insurance, Accra",,,,,False,False,True,True,"[""Life Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,5,2025-09-27 21:41:48.525231,2025-09-11 10:55:21,2025-09-27 21:41:48.525231,,,,,ACTIVE
297,LOYALTY Insurance,,/insurances/LOYALTY.jpeg,https://www.loyalty.com.gh,+233 30 266 2029,info@loyalty.com.gh,"Head Office, LOYALTY Insurance, Accra",,,Ghana,,NIC030,,1969-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",93,319,3512210000.0,137809000.0,859968000.0,216262000.0,,"Head Office, LOYALTY Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,6,2025-09-28 07:23:08.426408,2025-09-11 10:55:21,2025-09-28 07:23:08.426408,,,,,ACTIVE
289,GHANA LIFE INSURANCE,,/insurances/GHANA LIFE INSURANCE.png,https://www.ghanalife.com.gh,+233 30 266 2021,info@ghanalife.com.gh,"Head Office, GHANA LIFE INSURANCE, Accra",,,Ghana,,NIC022,,1972-01-01 00:00:00,Life Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",67,952,4240290000.0,590818000.0,1614020000.0,205200000.0,,"Head Office, GHANA LIFE INSURANCE, Accra",,,,,False,False,True,True,"[""Life Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,16,2025-09-28 07:23:02.987109,2025-09-11 10:55:21,2025-09-28 07:23:02.987109,,,,,ACTIVE
301,NSIA Insurance,,/insurances/NSIA.jpeg,https://www.nsia.com.gh,+233 30 266 2033,info@nsia.com.gh,"Head Office, NSIA Insurance, Accra",,,Ghana,,NIC034,,1986-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",9,527,4048150000.0,388588000.0,1703660000.0,1106460000.0,,"Head Office, NSIA Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,4,2025-09-14 18:51:07,2025-09-11 10:55:21,2025-09-14 18:51:07,,,,,ACTIVE
304,PREMIER Insurance,,/insurances/PREMIER.png,https://www.premier.com.gh,+233 30 266 2036,info@premier.com.gh,"Head Office, PREMIER Insurance, Accra",,,Ghana,,NIC037,,1971-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",70,843,3603650000.0,402277000.0,1482620000.0,1223500000.0,,"Head Office, PREMIER Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,4,2025-09-14 18:51:07,2025-09-11 10:55:21,2025-09-14 18:51:07,,,,,ACTIVE
305,Priority Insurance,,/insurances/Priority.jpeg,https://www.priority.com.gh,+233 30 266 2037,info@priority.com.gh,"Head Office, Priority Insurance, Accra",,,Ghana,,NIC038,,1981-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",82,87,3861000000.0,649371000.0,462443000.0,303969000.0,,"Head Office, Priority Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,4,2025-09-14 18:51:07,2025-09-11 10:55:21,2025-09-14 18:51:07,,,,,ACTIVE
307,Quality Insurance,,/insurances/Quality.png,https://www.quality.com.gh,+233 30 266 2039,info@quality.com.gh,"Head Office, Quality Insurance, Accra",,,Ghana,,NIC040,,2013-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",79,847,668392000.0,612888000.0,1623400000.0,936051000.0,,"Head Office, Quality Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,6,2025-09-14 18:52:20,2025-09-11 10:55:21,2025-09-14 18:52:20,,,,,ACTIVE
308,RegencyNem Insurance,,/insurances/RegencyNem.jpeg,https://www.regencynem.com.gh,+233 30 266 2040,info@regencynem.com.gh,"Head Office, RegencyNem Insurance, Accra",,,Ghana,,NIC041,,1998-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",73,985,891955000.0,159428000.0,1817500000.0,401334000.0,,"Head Office, RegencyNem Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,6,2025-09-14 18:52:20,2025-09-11 10:55:21,2025-09-14 18:52:20,,,,,ACTIVE
309,SANLAM ALLIANZ Insurance,,/insurances/SANLAM ALLIANZ.jpeg,https://www.sanlamallianz.com.gh,+233 30 266 2041,info@sanlamallianz.com.gh,"Head Office, SANLAM ALLIANZ Insurance, Accra",,,Ghana,,NIC042,,1960-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",83,654,4168960000.0,621262000.0,1185530000.0,910481000.0,,"Head Office, SANLAM ALLIANZ Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,6,2025-09-14 18:52:20,2025-09-11 10:55:21,2025-09-14 18:52:20,,,,,ACTIVE
310,SERENE Insurance,,/insurances/SERENE.png,https://www.serene.com.gh,+233 30 266 2042,info@serene.com.gh,"Head Office, SERENE Insurance, Accra",,,Ghana,,NIC043,,1965-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",24,715,3300940000.0,304984000.0,1911570000.0,808421000.0,,"Head Office, SERENE Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,6,2025-09-14 18:52:20,2025-09-11 10:55:21,2025-09-14 18:52:20,,,,,ACTIVE
303,Phoenix Insurance,,/insurances/Phoenix.jpeg,https://www.phoenix.com.gh,+233 30 266 2035,info@phoenix.com.gh,"Head Office, Phoenix Insurance, Accra",,,Ghana,,NIC036,,1967-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",94,778,1834960000.0,694566000.0,1164870000.0,820585000.0,,"Head Office, Phoenix Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,7,2025-09-28 05:11:51.706324,2025-09-11 10:55:21,2025-09-28 05:11:51.706324,,,,,ACTIVE
311,STAR HEALTH Insurance,,/insurances/STAR HEALTH.png,https://www.starhealth.com.gh,+233 30 266 2043,info@starhealth.com.gh,"Head Office, STAR HEALTH Insurance, Accra",,,Ghana,,NIC044,,2008-01-01 00:00:00,Health Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",94,807,1588520000.0,153604000.0,1413220000.0,463782000.0,,"Head Office, STAR HEALTH Insurance, Accra",,,,,False,False,True,True,"[""Health Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,6,2025-09-14 18:52:20,2025-09-11 10:55:21,2025-09-14 18:52:20,,,,,ACTIVE
312,STAR Insurance,,/insurances/STAR.jpeg,https://www.star.com.gh,+233 30 266 2044,info@star.com.gh,"Head Office, STAR Insurance, Accra",,,Ghana,,NIC045,,1991-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",82,201,1116090000.0,134159000.0,1617190000.0,395280000.0,,"Head Office, STAR Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,6,2025-09-14 18:52:20,2025-09-11 10:55:21,2025-09-14 18:52:20,,,,,ACTIVE
313,SUNU Insurance,,/insurances/SUNU.png,https://www.sunu.com.gh,+233 30 266 2045,info@sunu.com.gh,"Head Office, SUNU Insurance, Accra",,,Ghana,,NIC046,,2005-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",84,128,3218270000.0,549123000.0,1378660000.0,367966000.0,,"Head Office, SUNU Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,0,,2025-09-11 10:55:21,2025-09-11 10:55:21,,,,,ACTIVE
314,UNIQUE Insurance,,/insurances/UNIQUE.png,https://www.unique.com.gh,+233 30 266 2046,info@unique.com.gh,"Head Office, UNIQUE Insurance, Accra",,,Ghana,,NIC047,,1976-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",45,320,3460440000.0,975659000.0,90437300.0,117579000.0,,"Head Office, UNIQUE Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,0,,2025-09-11 10:55:21,2025-09-11 10:55:21,,,,,ACTIVE
316,VITALITY Insurance,,/insurances/VITALITY.jpeg,https://www.vitality.com.gh,+233 30 266 2048,info@vitality.com.gh,"Head Office, VITALITY Insurance, Accra",,,Ghana,,NIC049,,2005-01-01 00:00:00,Health Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",100,955,3873340000.0,104994000.0,276014000.0,81598800.0,,"Head Office, VITALITY Insurance, Accra",,,,,False,False,True,True,"[""Health Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,0,,2025-09-11 10:55:21,2025-09-11 10:55:21,,,,,ACTIVE
315,VANGUARD Insurance,,/insurances/VANGUARD.jpeg,https://www.vanguard.com.gh,+233 30 266 2047,info@vanguard.com.gh,"Head Office, VANGUARD Insurance, Accra",,,Ghana,,NIC048,,1967-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",46,661,4805860000.0,135736000.0,950743000.0,1146080000.0,,"Head Office, VANGUARD Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,1,2025-09-27 18:14:03.093570,2025-09-11 10:55:21,2025-09-27 18:14:03.093570,,,,,ACTIVE
276,APEX Insurance,,/insurances/APEX.png,https://www.apex.com.gh,+233 30 266 2008,info@apex.com.gh,"Head Office, APEX Insurance, Accra",,,Ghana,,NIC009,,1997-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",79,818,3076960000.0,251614000.0,390280000.0,1397560000.0,,"Head Office, APEX Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,278,2025-09-30 07:50:18.303626,2025-09-11 10:55:21,2025-09-30 07:50:18.303626,,,,,ACTIVE
273,ACACIA Insurance,,/insurances/ACACIA.jpeg,https://www.acacia.com.gh,+233 30 266 2005,info@acacia.com.gh,"Head Office, ACACIA Insurance, Accra",,,Ghana,,NIC006,,2012-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",18,251,2307630000.0,961363000.0,872303000.0,847281000.0,,"Head Office, ACACIA Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,284,2025-09-30 07:50:18.303626,2025-09-11 10:55:21,2025-09-30 07:50:18.303626,,,,,ACTIVE
274,ACE Insurance,,/insurances/ACE.png,https://www.ace.com.gh,+233 30 266 2006,info@ace.com.gh,"Head Office, ACE Insurance, Accra",,,Ghana,,NIC007,,1978-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",87,977,518761000.0,297049000.0,821548000.0,1411620000.0,,"Head Office, ACE Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,285,2025-09-30 07:50:18.303626,2025-09-11 10:55:21,2025-09-30 07:50:18.303626,,,,,ACTIVE
